"Description","Coverage [%]","# Peptides","Found in Sample: [S4] F4: Sample, w/o sm, w/o Rs, none","Found in Sample: [S10] F10: Sample, w/o sm, w/o Rs, none","Found in Sample: [S12] F12: Sample, w/o sm, w/o Rs, none","Found in Sample: [S14] F14: Sample, w/o sm, w/o Rs, none","Found in Sample: [S16] F16: Sample, w/o sm, w/o Rs, none","Found in Sample: [S24] F24: Sample, w/o sm, w/o Rs, none","Found in Sample: [S27] F27: Sample, w/o sm, w/o Rs, none","Found in Sample: [S28] F28: Sample, w/o sm, w/o Rs, none","Found in Sample: [S53] F53: Sample, w/o sm, w/o Rs, none","Found in Sample: [S38] F38: Sample, w/o sm, with Rs, heavy","Found in Sample: [S39] F39: Sample, w/o sm, with Rs, heavy","Found in Sample: [S40] F40: Sample, w/o sm, with Rs, heavy","Found in Sample: [S41] F41: Sample, w/o sm, with Rs, heavy","Found in Sample: [S42] F42: Sample, w/o sm, with Rs, heavy","Found in Sample: [S44] F44: Sample, w/o sm, with Rs, heavy","Found in Sample: [S47] F47: Sample, w/o sm, with Rs, heavy","Found in Sample: [S48] F48: Sample, w/o sm, with Rs, heavy","Found in Sample: [S49] F49: Sample, w/o sm, with Rs, heavy","Found in Sample: [S5] F5: Sample, w/o sm, with Rs, light","Found in Sample: [S7] F7: Sample, w/o sm, with Rs, light","Found in Sample: [S9] F9: Sample, w/o sm, with Rs, light","Found in Sample: [S11] F11: Sample, w/o sm, with Rs, light","Found in Sample: [S13] F13: Sample, w/o sm, with Rs, light","Found in Sample: [S17] F17: Sample, w/o sm, with Rs, light","Found in Sample: [S23] F23: Sample, w/o sm, with Rs, light","Found in Sample: [S26] F26: Sample, w/o sm, with Rs, light","Found in Sample: [S29] F29: Sample, w/o sm, with Rs, light","Found in Sample: [S6] F6: Sample, with sm, w/o Rs, none","Found in Sample: [S8] F8: Sample, with sm, w/o Rs, none","Found in Sample: [S19] F19: Sample, with sm, w/o Rs, none","Found in Sample: [S20] F20: Sample, with sm, w/o Rs, none","Found in Sample: [S21] F21: Sample, with sm, w/o Rs, none","Found in Sample: [S25] F25: Sample, with sm, w/o Rs, none","Found in Sample: [S31] F31: Sample, with sm, w/o Rs, none","Found in Sample: [S33] F33: Sample, with sm, w/o Rs, none","Found in Sample: [S54] F54: Sample, with sm, w/o Rs, none","Found in Sample: [S35] F35: Sample, with sm, with Rs, heavy","Found in Sample: [S36] F36: Sample, with sm, with Rs, heavy","Found in Sample: [S37] F37: Sample, with sm, with Rs, heavy","Found in Sample: [S43] F43: Sample, with sm, with Rs, heavy","Found in Sample: [S45] F45: Sample, with sm, with Rs, heavy","Found in Sample: [S46] F46: Sample, with sm, with Rs, heavy","Found in Sample: [S50] F50: Sample, with sm, with Rs, heavy","Found in Sample: [S51] F51: Sample, with sm, with Rs, heavy","Found in Sample: [S52] F52: Sample, with sm, with Rs, heavy","Found in Sample: [S1] F1: Sample, with sm, with Rs, light","Found in Sample: [S2] F2: Sample, with sm, with Rs, light","Found in Sample: [S3] F3: Sample, with sm, with Rs, light","Found in Sample: [S15] F15: Sample, with sm, with Rs, light","Found in Sample: [S18] F18: Sample, with sm, with Rs, light","Found in Sample: [S22] F22: Sample, with sm, with Rs, light","Found in Sample: [S30] F30: Sample, with sm, with Rs, light","Found in Sample: [S32] F32: Sample, with sm, with Rs, light","Found in Sample: [S34] F34: Sample, with sm, with Rs, light"
"swissprot: Ferritin-3, chloroplastic OS=Glycine max  | original description: pep primary_assembly:Lsat_Salinas_v7:8:16122245:16124240:1 gene:gene-LSAT_8X12941 transcript:rna-gnl|WGS:NBSK|LSAT_8X12941_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",19,5,"High","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Not Found","Peak Found","High","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: NADPH-dependent aldehyde reductase-like protein, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:51203382:51204381:-1 gene:gene-LSAT_6X36821 transcript:rna-gnl|WGS:NBSK|LSAT_6X36821_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",26,6,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Protein ECERIFERUM 2 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:179536712:179540108:-1 gene:gene-LSAT_6X110001 transcript:rna-gnl|WGS:NBSK|LSAT_6X110001_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",14,6,"High","High","High","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: Glutamine--tRNA ligase OS=Lupinus luteus  | original description: pep primary_assembly:Lsat_Salinas_v7:8:55932575:55937891:-1 gene:gene-LSAT_8X40760 transcript:rna-gnl|WGS:NBSK|LSAT_8X40760_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",6,5,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","High","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found"
"swissprot: Long chain acyl-CoA synthetase 9, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:259412511:259420452:1 gene:gene-LSAT_4X135000 transcript:rna-gnl|WGS:NBSK|LSAT_4X135000_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",9,4,"Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","High","Not Found","Peak Found","High"
"swissprot: Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:103251270:103254029:-1 gene:gene-LSAT_6X68800 transcript:rna-gnl|WGS:NBSK|LSAT_6X68800_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",11,3,"High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Not Found","Peak Found","Peak Found"
"original description: pep primary_assembly:Lsat_Salinas_v7:7:51511645:51513273:1 gene:gene-LSAT_7X37400 transcript:rna-gnl|WGS:NBSK|LSAT_7X37400_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",10,4,"Peak Found","High","High","High","Peak Found","Peak Found","High","High","High","High","High","High","High","High","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","High","High","Peak Found","High","High","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: Ubiquitin receptor RAD23d OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:8:52636712:52640543:-1 gene:gene-LSAT_8X39020 transcript:rna-gnl|WGS:NBSK|LSAT_8X39020_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",17,5,"Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found","High","Peak Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Light-harvesting complex-like protein 3 isotype 1, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:6:156150186:156151947:1 gene:gene-LSAT_6X95120 transcript:rna-gnl|WGS:NBSK|LSAT_6X95120_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",22,4,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","High"
"swissprot: Lignin-forming anionic peroxidase OS=Nicotiana sylvestris  | original description: pep primary_assembly:Lsat_Salinas_v7:8:171320228:171321476:1 gene:gene-LSAT_8X111620 transcript:rna-gnl|WGS:NBSK|LSAT_8X111620_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",17,3,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","High","High","High","High","High","High","High","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","High","High","Peak Found","High","Peak Found","High","High","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: GDSL esterase/lipase At5g42170 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:19376803:19378913:-1 gene:gene-LSAT_2X8861 transcript:rna-gnl|WGS:NBSK|LSAT_2X8861_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",21,4,"High","High","High","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","High","High","High","High","High","High","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Translationally-controlled tumor protein homolog OS=Elaeis guineensis var. tenera  | original description: pep primary_assembly:Lsat_Salinas_v7:6:157873796:157875234:1 gene:gene-LSAT_6X95760 transcript:rna-gnl|WGS:NBSK|LSAT_6X95760_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",27,5,"Peak Found","High","Peak Found","High","Peak Found","High","High","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Not Found","Not Found","Peak Found","High"
"swissprot: LysM domain-containing GPI-anchored protein 2 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:8:186583681:186586050:-1 gene:gene-LSAT_8X120300 transcript:rna-gnl|WGS:NBSK|LSAT_8X120300_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",7,1,"High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","Not Found","High","High"
"swissprot: Linoleate 13S-lipoxygenase 2-1, chloroplastic OS=Solanum tuberosum  | original description: pep primary_assembly:Lsat_Salinas_v7:1:80658237:80663702:-1 gene:gene-LSAT_1X66921 transcript:rna-gnl|WGS:NBSK|LSAT_1X66921_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",7,6,"High","High","High","Peak Found","High","High","High","High","Peak Found","High","High","High","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","Peak Found","Peak Found","High","High","High","High","Peak Found","High","Peak Found","High","Peak Found","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Trans-cinnamate 4-monooxygenase OS=Helianthus tuberosus  | original description: pep primary_assembly:Lsat_Salinas_v7:9:18744503:18747114:1 gene:gene-LSAT_9X13740 transcript:rna-gnl|WGS:NBSK|LSAT_9X13740_mrna gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:C4H",13,5,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","Peak Found","Peak Found","Peak Found","Not Found","High","High","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","High","Not Found","High","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: Aspartate carbamoyltransferase 2, chloroplastic OS=Pisum sativum  | original description: pep primary_assembly:Lsat_Salinas_v7:5:5346082:5348903:-1 gene:gene-LSAT_5X3200 transcript:rna-gnl|WGS:NBSK|LSAT_5X3200_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",12,4,"Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","High","High","High","High","High","High","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High"
"swissprot: Pyruvate kinase isozyme A, chloroplastic OS=Ricinus communis  | original description: pep primary_assembly:Lsat_Salinas_v7:5:156133598:156137196:-1 gene:gene-LSAT_5X68180 transcript:rna-gnl|WGS:NBSK|LSAT_5X68180_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",10,5,"Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Not Found","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High"
"swissprot: Small ribosomal subunit protein uS9z OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:9:179848191:179848924:1 gene:gene-LSAT_9X110921 transcript:rna-gnl|WGS:NBSK|LSAT_9X110921_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",23,3,"High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","Peak Found","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High"
"swissprot: Zeaxanthin epoxidase, chloroplastic OS=Solanum lycopersicum  | original description: pep primary_assembly:Lsat_Salinas_v7:3:136011435:136016573:1 gene:gene-LSAT_3X90761 transcript:rna-gnl|WGS:NBSK|LSAT_3X90761_mrna gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:LsZEP1",6,3,"High","High","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","Peak Found","Peak Found","High","High","High","High","Peak Found","Peak Found","Peak Found","High","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","High","High","High","Not Found","Peak Found","High"
"swissprot: CBS domain-containing protein CBSX1, chloroplastic OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:9:180058086:180060632:1 gene:gene-LSAT_9X110721 transcript:rna-gnl|WGS:NBSK|LSAT_9X110721_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:CBS domain-containing protein CBSX2, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G34120) UniProtKB/Swiss-Prot;Acc:Q9C5D0]",30,6,"High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","High","High","High","High","High","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","High","High","High","High","High","High","Peak Found","High","High","High","Peak Found","High","Peak Found","High","Peak Found","Not Found","High","High"
"swissprot: CDGSH iron-sulfur domain-containing protein NEET OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:2:209349980:209354424:1 gene:gene-LSAT_2X129760 transcript:rna-gnl|WGS:NBSK|LSAT_2X129760_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:NEET [Source:Projected from Arabidopsis thaliana (AT5G51720) UniProtKB/TrEMBL;Acc:A0A178UGQ5]",26,3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Peak Found","High","High","High","High","High","High","High","High","Not Found","High","High"
